Observer point at r[0]=1.262205e-01 AU
   time           vr          rho         temp           Bp          prs
2.091580e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.092506e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.093432e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.094358e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.095284e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.096209e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.097135e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.098061e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.098987e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.099913e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.100839e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.101765e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.102691e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.103617e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.104543e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.105469e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.106394e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.107320e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.108246e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.109172e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.110098e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.111024e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.111950e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.112876e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.113802e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.114728e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.115653e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.116579e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.117505e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.118431e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.119357e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.120283e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.121209e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.122135e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.123061e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.123987e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.124913e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.125838e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.126764e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.127690e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.128616e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.129542e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.130468e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.131394e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.132320e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.133246e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.134172e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.135098e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.136023e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.136949e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.137875e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.138801e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.139727e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.140653e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.141579e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.142505e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.143431e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.144357e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.145282e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.146208e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.147134e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.148060e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.148986e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.149912e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.150838e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.151764e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.152690e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.153616e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.154542e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.155467e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.156393e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.157319e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.158245e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.159171e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.160097e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.161023e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.161949e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.162875e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.163801e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.164726e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.165652e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.166578e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.167504e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.168430e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.169356e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.170282e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.171208e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.172134e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.173060e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.173986e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.174911e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.175837e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.176763e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.177689e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.178615e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.179541e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.180467e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.181393e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.182319e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.183245e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.184170e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.185096e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.186022e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.186948e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.187874e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.188800e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.189726e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.190652e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.191578e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.192504e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.193430e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.194355e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.195281e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.196207e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.197133e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.198059e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.198985e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.199911e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.200837e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.201763e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.202689e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.203614e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.204540e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.205466e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.206392e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.207318e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.208244e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.209170e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.210096e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.211022e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.211948e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.212874e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.213799e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.214725e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.215651e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.216577e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.217503e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.218429e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.219355e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.220281e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.221207e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.222133e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.223059e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.223984e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.224910e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.225836e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.226762e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.227688e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.228614e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.229540e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.230466e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.231392e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.232318e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.233243e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.234169e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.235095e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.236021e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.236947e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.237873e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.238799e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.239725e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.240651e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.241577e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.242503e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.243428e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.244354e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.245280e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.246206e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.247132e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.248058e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.248984e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.249910e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.250836e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.251762e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.252687e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.253613e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.254539e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.255465e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.256391e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.257317e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.258243e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.259169e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.260095e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.261021e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.261947e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.262872e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.263798e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.264724e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.265650e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.266576e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.267502e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.268428e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.269354e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.270280e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.271206e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.272131e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.273057e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.273983e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.274909e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.275835e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.276761e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.277687e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.278613e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.279539e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.280465e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.281391e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.282316e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.283242e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.284168e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.285094e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.286020e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.286946e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.287872e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.288798e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.289724e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.290650e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.291576e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.292501e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.293427e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.294353e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.295279e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.296205e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.297131e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.298057e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.298983e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.299909e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.300835e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.301760e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.302686e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.303612e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.304538e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.305464e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.306390e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.307316e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.308242e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.309168e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.310094e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.311020e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.311945e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.312871e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.313797e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.314723e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.315649e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.316575e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.317501e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.318427e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.319353e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.320279e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.321204e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.322130e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.323056e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.323982e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.324908e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.325834e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.326760e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.327686e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.328612e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.329538e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.330464e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.331389e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.332315e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.333241e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.334167e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.335093e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.336019e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.336945e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.337871e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.338797e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.339723e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.340648e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.341574e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.342500e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.343426e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.344352e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.345278e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.346204e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.347130e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.348056e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.348982e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.349908e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.350833e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.351759e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.352685e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.353611e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.354537e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.355463e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.356389e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.357315e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.358241e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
2.359167e-03 3.000000e+02 6.000000e+02 1.000000e+06 3.999956e+02 8.314473e+06
