Observer point at r[822]=1.000358e+00 AU
   time           vr          rho         temp           Bp          prs
2.482294e-04 2.989591e+02 4.283610e+02 1.156991e+06 9.255183e+02 6.867890e+06
2.491203e-04 2.989532e+02 4.281140e+02 1.156657e+06 9.252507e+02 6.861950e+06
2.500111e-04 2.989474e+02 4.278671e+02 1.156324e+06 9.249831e+02 6.856015e+06
2.509017e-04 2.989416e+02 4.276203e+02 1.155990e+06 9.247156e+02 6.850085e+06
2.517922e-04 2.989357e+02 4.273736e+02 1.155657e+06 9.244481e+02 6.844158e+06
2.526828e-04 2.989299e+02 4.271270e+02 1.155323e+06 9.241806e+02 6.838235e+06
2.535733e-04 2.989240e+02 4.268804e+02 1.154990e+06 9.239131e+02 6.832315e+06
2.544637e-04 2.989181e+02 4.266340e+02 1.154656e+06 9.236456e+02 6.826399e+06
2.553539e-04 2.989122e+02 4.263877e+02 1.154323e+06 9.233782e+02 6.820489e+06
2.562440e-04 2.989063e+02 4.261415e+02 1.153990e+06 9.231108e+02 6.814582e+06
2.571340e-04 2.989003e+02 4.258954e+02 1.153656e+06 9.228435e+02 6.808680e+06
2.580240e-04 2.988944e+02 4.256494e+02 1.153323e+06 9.225761e+02 6.802780e+06
2.589141e-04 2.988884e+02 4.254034e+02 1.152990e+06 9.223087e+02 6.796884e+06
2.598039e-04 2.988824e+02 4.251575e+02 1.152657e+06 9.220414e+02 6.790993e+06
2.606936e-04 2.988764e+02 4.249118e+02 1.152323e+06 9.217741e+02 6.785107e+06
2.615832e-04 2.988704e+02 4.246662e+02 1.151990e+06 9.215069e+02 6.779224e+06
2.624727e-04 2.988644e+02 4.244206e+02 1.151657e+06 9.212396e+02 6.773345e+06
2.633623e-04 2.988583e+02 4.241751e+02 1.151324e+06 9.209724e+02 6.767469e+06
2.642518e-04 2.988523e+02 4.239298e+02 1.150991e+06 9.207052e+02 6.761598e+06
2.651411e-04 2.988462e+02 4.236845e+02 1.150658e+06 9.204380e+02 6.755731e+06
2.660303e-04 2.988401e+02 4.234393e+02 1.150325e+06 9.201708e+02 6.749868e+06
2.669194e-04 2.988340e+02 4.231943e+02 1.149992e+06 9.199037e+02 6.744009e+06
2.678085e-04 2.988279e+02 4.229493e+02 1.149659e+06 9.196366e+02 6.738154e+06
2.686976e-04 2.988218e+02 4.227044e+02 1.149326e+06 9.193694e+02 6.732302e+06
2.695866e-04 2.988156e+02 4.224595e+02 1.148994e+06 9.191024e+02 6.726454e+06
2.704754e-04 2.988094e+02 4.222149e+02 1.148661e+06 9.188353e+02 6.720611e+06
2.713641e-04 2.988033e+02 4.219703e+02 1.148328e+06 9.185683e+02 6.714772e+06
2.722527e-04 2.987971e+02 4.217258e+02 1.147995e+06 9.183013e+02 6.708936e+06
2.731414e-04 2.987909e+02 4.214813e+02 1.147662e+06 9.180343e+02 6.703104e+06
2.740301e-04 2.987846e+02 4.212369e+02 1.147330e+06 9.177672e+02 6.697275e+06
2.749185e-04 2.987784e+02 4.209927e+02 1.146997e+06 9.175003e+02 6.691451e+06
2.758069e-04 2.987721e+02 4.207486e+02 1.146664e+06 9.172334e+02 6.685632e+06
2.766951e-04 2.987659e+02 4.205045e+02 1.146332e+06 9.169665e+02 6.679816e+06
2.775833e-04 2.987596e+02 4.202606e+02 1.145999e+06 9.166996e+02 6.674004e+06
2.784716e-04 2.987533e+02 4.200167e+02 1.145667e+06 9.164327e+02 6.668195e+06
2.793597e-04 2.987470e+02 4.197729e+02 1.145334e+06 9.161658e+02 6.662391e+06
2.802477e-04 2.987406e+02 4.195292e+02 1.145002e+06 9.158989e+02 6.656590e+06
2.811356e-04 2.987343e+02 4.192857e+02 1.144669e+06 9.156321e+02 6.650794e+06
2.820234e-04 2.987279e+02 4.190422e+02 1.144337e+06 9.153653e+02 6.645002e+06
2.829112e-04 2.987215e+02 4.187988e+02 1.144004e+06 9.150985e+02 6.639213e+06
2.837990e-04 2.987151e+02 4.185554e+02 1.143672e+06 9.148317e+02 6.633427e+06
2.846867e-04 2.987087e+02 4.183122e+02 1.143340e+06 9.145650e+02 6.627646e+06
2.855742e-04 2.987023e+02 4.180691e+02 1.143007e+06 9.142983e+02 6.621869e+06
2.864616e-04 2.986959e+02 4.178261e+02 1.142675e+06 9.140316e+02 6.616096e+06
2.873490e-04 2.986894e+02 4.175831e+02 1.142343e+06 9.137649e+02 6.610326e+06
2.882364e-04 2.986829e+02 4.173403e+02 1.142011e+06 9.134982e+02 6.604560e+06
2.891238e-04 2.986764e+02 4.170975e+02 1.141678e+06 9.132315e+02 6.598798e+06
2.900110e-04 2.986699e+02 4.168548e+02 1.141346e+06 9.129649e+02 6.593040e+06
2.908981e-04 2.986634e+02 4.166122e+02 1.141014e+06 9.126983e+02 6.587286e+06
2.917851e-04 2.986569e+02 4.163698e+02 1.140682e+06 9.124317e+02 6.581536e+06
2.926721e-04 2.986503e+02 4.161274e+02 1.140350e+06 9.121651e+02 6.575789e+06
2.935592e-04 2.986438e+02 4.158850e+02 1.140018e+06 9.118985e+02 6.570046e+06
2.944461e-04 2.986372e+02 4.156428e+02 1.139686e+06 9.116319e+02 6.564307e+06
2.953328e-04 2.986306e+02 4.154007e+02 1.139354e+06 9.113654e+02 6.558572e+06
2.962195e-04 2.986240e+02 4.151587e+02 1.139022e+06 9.110989e+02 6.552841e+06
2.971061e-04 2.986174e+02 4.149167e+02 1.138690e+06 9.108324e+02 6.547114e+06
2.979928e-04 2.986107e+02 4.146749e+02 1.138358e+06 9.105659e+02 6.541390e+06
2.988794e-04 2.986041e+02 4.144331e+02 1.138026e+06 9.102994e+02 6.535669e+06
2.997658e-04 2.985974e+02 4.141914e+02 1.137694e+06 9.100329e+02 6.529953e+06
3.006522e-04 2.985907e+02 4.139498e+02 1.137362e+06 9.097665e+02 6.524241e+06
3.015384e-04 2.985840e+02 4.137083e+02 1.137031e+06 9.095001e+02 6.518533e+06
3.024247e-04 2.985773e+02 4.134669e+02 1.136699e+06 9.092337e+02 6.512828e+06
3.033110e-04 2.985706e+02 4.132256e+02 1.136367e+06 9.089672e+02 6.507127e+06
3.041972e-04 2.985638e+02 4.129843e+02 1.136035e+06 9.087009e+02 6.501429e+06
3.050832e-04 2.985571e+02 4.127432e+02 1.135704e+06 9.084345e+02 6.495736e+06
3.059692e-04 2.985503e+02 4.125022e+02 1.135372e+06 9.081682e+02 6.490047e+06
3.068551e-04 2.985435e+02 4.122612e+02 1.135040e+06 9.079019e+02 6.484361e+06
3.077410e-04 2.985367e+02 4.120203e+02 1.134709e+06 9.076355e+02 6.478679e+06
3.086269e-04 2.985298e+02 4.117795e+02 1.134377e+06 9.073692e+02 6.473000e+06
3.095127e-04 2.985230e+02 4.115388e+02 1.134045e+06 9.071029e+02 6.467325e+06
3.103983e-04 2.985161e+02 4.112983e+02 1.133714e+06 9.068367e+02 6.461655e+06
3.112839e-04 2.985093e+02 4.110577e+02 1.133382e+06 9.065704e+02 6.455988e+06
3.121695e-04 2.985024e+02 4.108173e+02 1.133051e+06 9.063042e+02 6.450325e+06
3.130551e-04 2.984955e+02 4.105769e+02 1.132719e+06 9.060379e+02 6.444664e+06
3.139406e-04 2.984886e+02 4.103367e+02 1.132388e+06 9.057717e+02 6.439008e+06
3.148259e-04 2.984816e+02 4.100965e+02 1.132056e+06 9.055055e+02 6.433356e+06
3.157112e-04 2.984747e+02 4.098565e+02 1.131725e+06 9.052394e+02 6.427708e+06
3.165964e-04 2.984677e+02 4.096165e+02 1.131394e+06 9.049732e+02 6.422064e+06
3.174817e-04 2.984607e+02 4.093766e+02 1.131062e+06 9.047070e+02 6.416422e+06
3.183669e-04 2.984537e+02 4.091367e+02 1.130731e+06 9.044409e+02 6.410785e+06
3.192520e-04 2.984467e+02 4.088970e+02 1.130400e+06 9.041748e+02 6.405151e+06
3.201369e-04 2.984397e+02 4.086574e+02 1.130068e+06 9.039087e+02 6.399522e+06
3.210219e-04 2.984326e+02 4.084179e+02 1.129737e+06 9.036426e+02 6.393896e+06
3.219068e-04 2.984256e+02 4.081784e+02 1.129406e+06 9.033765e+02 6.388273e+06
3.227918e-04 2.984185e+02 4.079390e+02 1.129075e+06 9.031104e+02 6.382653e+06
3.236766e-04 2.984114e+02 4.076997e+02 1.128743e+06 9.028443e+02 6.377038e+06
3.245613e-04 2.984043e+02 4.074605e+02 1.128412e+06 9.025783e+02 6.371427e+06
3.254459e-04 2.983972e+02 4.072214e+02 1.128081e+06 9.023123e+02 6.365820e+06
3.263305e-04 2.983901e+02 4.069824e+02 1.127750e+06 9.020463e+02 6.360216e+06
3.272152e-04 2.983829e+02 4.067434e+02 1.127419e+06 9.017802e+02 6.354615e+06
3.280997e-04 2.983757e+02 4.065045e+02 1.127088e+06 9.015142e+02 6.349018e+06
3.289842e-04 2.983685e+02 4.062658e+02 1.126757e+06 9.012483e+02 6.343425e+06
3.298685e-04 2.983613e+02 4.060271e+02 1.126426e+06 9.009823e+02 6.337836e+06
3.307528e-04 2.983541e+02 4.057885e+02 1.126095e+06 9.007164e+02 6.332251e+06
3.316372e-04 2.983469e+02 4.055500e+02 1.125764e+06 9.004504e+02 6.326668e+06
3.325215e-04 2.983396e+02 4.053116e+02 1.125433e+06 9.001844e+02 6.321090e+06
3.334057e-04 2.983324e+02 4.050732e+02 1.125102e+06 8.999185e+02 6.315515e+06
3.342897e-04 2.983251e+02 4.048350e+02 1.124771e+06 8.996527e+02 6.309944e+06
3.351738e-04 2.983178e+02 4.045968e+02 1.124440e+06 8.993868e+02 6.304377e+06
3.360579e-04 2.983105e+02 4.043587e+02 1.124109e+06 8.991209e+02 6.298813e+06
3.369419e-04 2.983032e+02 4.041207e+02 1.123778e+06 8.988550e+02 6.293252e+06
3.378258e-04 2.982958e+02 4.038828e+02 1.123447e+06 8.985891e+02 6.287696e+06
3.387097e-04 2.982885e+02 4.036450e+02 1.123116e+06 8.983233e+02 6.282143e+06
3.395934e-04 2.982811e+02 4.034073e+02 1.122786e+06 8.980575e+02 6.276595e+06
3.404772e-04 2.982737e+02 4.031696e+02 1.122455e+06 8.977917e+02 6.271049e+06
3.413610e-04 2.982663e+02 4.029320e+02 1.122124e+06 8.975258e+02 6.265506e+06
3.422447e-04 2.982589e+02 4.026945e+02 1.121793e+06 8.972600e+02 6.259968e+06
3.431283e-04 2.982514e+02 4.024572e+02 1.121463e+06 8.969942e+02 6.254433e+06
3.440118e-04 2.982440e+02 4.022199e+02 1.121132e+06 8.967285e+02 6.248903e+06
3.448953e-04 2.982365e+02 4.019826e+02 1.120801e+06 8.964627e+02 6.243375e+06
3.457788e-04 2.982290e+02 4.017455e+02 1.120471e+06 8.961969e+02 6.237851e+06
3.466623e-04 2.982215e+02 4.015084e+02 1.120140e+06 8.959312e+02 6.232330e+06
3.475456e-04 2.982140e+02 4.012715e+02 1.119809e+06 8.956655e+02 6.226814e+06
3.484289e-04 2.982065e+02 4.010346e+02 1.119479e+06 8.953997e+02 6.221301e+06
3.493121e-04 2.981989e+02 4.007978e+02 1.119148e+06 8.951340e+02 6.215792e+06
3.501954e-04 2.981913e+02 4.005611e+02 1.118818e+06 8.948683e+02 6.210285e+06
3.510786e-04 2.981838e+02 4.003244e+02 1.118487e+06 8.946026e+02 6.204783e+06
3.519617e-04 2.981762e+02 4.000879e+02 1.118157e+06 8.943369e+02 6.199284e+06
3.528447e-04 2.981686e+02 3.998514e+02 1.117826e+06 8.940713e+02 6.193789e+06
3.537277e-04 2.981609e+02 3.996150e+02 1.117496e+06 8.938056e+02 6.188298e+06
3.546107e-04 2.981533e+02 3.993787e+02 1.117165e+06 8.935400e+02 6.182809e+06
3.554937e-04 2.981456e+02 3.991425e+02 1.116835e+06 8.932743e+02 6.177324e+06
3.563766e-04 2.981379e+02 3.989064e+02 1.116505e+06 8.930087e+02 6.171844e+06
3.572594e-04 2.981302e+02 3.986703e+02 1.116174e+06 8.927431e+02 6.166367e+06
3.581421e-04 2.981225e+02 3.984344e+02 1.115844e+06 8.924775e+02 6.160893e+06
3.590249e-04 2.981148e+02 3.981985e+02 1.115513e+06 8.922119e+02 6.155423e+06
3.599077e-04 2.981071e+02 3.979627e+02 1.115183e+06 8.919462e+02 6.149956e+06
3.607904e-04 2.980993e+02 3.977270e+02 1.114853e+06 8.916807e+02 6.144493e+06
3.616729e-04 2.980915e+02 3.974913e+02 1.114523e+06 8.914151e+02 6.139033e+06
3.625554e-04 2.980837e+02 3.972558e+02 1.114192e+06 8.911496e+02 6.133578e+06
3.634380e-04 2.980759e+02 3.970204e+02 1.113862e+06 8.908840e+02 6.128125e+06
3.643205e-04 2.980681e+02 3.967850e+02 1.113532e+06 8.906184e+02 6.122676e+06
3.652030e-04 2.980603e+02 3.965497e+02 1.113202e+06 8.903529e+02 6.117230e+06
3.660853e-04 2.980524e+02 3.963145e+02 1.112871e+06 8.900874e+02 6.111789e+06
3.669676e-04 2.980446e+02 3.960793e+02 1.112541e+06 8.898219e+02 6.106351e+06
3.678499e-04 2.980367e+02 3.958443e+02 1.112211e+06 8.895564e+02 6.100916e+06
3.687322e-04 2.980288e+02 3.956093e+02 1.111881e+06 8.892908e+02 6.095484e+06
3.696145e-04 2.980208e+02 3.953744e+02 1.111551e+06 8.890253e+02 6.090057e+06
3.704966e-04 2.980129e+02 3.951396e+02 1.111221e+06 8.887599e+02 6.084633e+06
3.713787e-04 2.980050e+02 3.949049e+02 1.110891e+06 8.884944e+02 6.079212e+06
3.722607e-04 2.979970e+02 3.946703e+02 1.110561e+06 8.882289e+02 6.073795e+06
3.731428e-04 2.979890e+02 3.944357e+02 1.110230e+06 8.879635e+02 6.068381e+06
3.740249e-04 2.979810e+02 3.942013e+02 1.109900e+06 8.876980e+02 6.062971e+06
3.749068e-04 2.979730e+02 3.939669e+02 1.109570e+06 8.874326e+02 6.057564e+06
3.757887e-04 2.979650e+02 3.937326e+02 1.109240e+06 8.871671e+02 6.052162e+06
3.766705e-04 2.979569e+02 3.934984e+02 1.108910e+06 8.869017e+02 6.046762e+06
3.775524e-04 2.979488e+02 3.932642e+02 1.108580e+06 8.866363e+02 6.041366e+06
3.784343e-04 2.979408e+02 3.930302e+02 1.108251e+06 8.863709e+02 6.035973e+06
3.793160e-04 2.979327e+02 3.927962e+02 1.107921e+06 8.861055e+02 6.030584e+06
3.801976e-04 2.979246e+02 3.925623e+02 1.107591e+06 8.858401e+02 6.025199e+06
3.810793e-04 2.979164e+02 3.923285e+02 1.107261e+06 8.855747e+02 6.019817e+06
3.819610e-04 2.979083e+02 3.920948e+02 1.106931e+06 8.853093e+02 6.014438e+06
3.828426e-04 2.979001e+02 3.918611e+02 1.106601e+06 8.850439e+02 6.009062e+06
3.837242e-04 2.978919e+02 3.916275e+02 1.106271e+06 8.847786e+02 6.003691e+06
3.846056e-04 2.978837e+02 3.913941e+02 1.105941e+06 8.845132e+02 5.998323e+06
3.854871e-04 2.978755e+02 3.911607e+02 1.105612e+06 8.842479e+02 5.992958e+06
3.863686e-04 2.978673e+02 3.909273e+02 1.105282e+06 8.839825e+02 5.987597e+06
3.872500e-04 2.978591e+02 3.906941e+02 1.104952e+06 8.837172e+02 5.982238e+06
3.881314e-04 2.978508e+02 3.904609e+02 1.104622e+06 8.834518e+02 5.976884e+06
3.890127e-04 2.978425e+02 3.902279e+02 1.104293e+06 8.831865e+02 5.971534e+06
3.898939e-04 2.978342e+02 3.899949e+02 1.103963e+06 8.829212e+02 5.966186e+06
3.907752e-04 2.978259e+02 3.897620e+02 1.103633e+06 8.826559e+02 5.960842e+06
3.916565e-04 2.978176e+02 3.895291e+02 1.103303e+06 8.823906e+02 5.955501e+06
3.925377e-04 2.978093e+02 3.892963e+02 1.102974e+06 8.821253e+02 5.950164e+06
3.934187e-04 2.978009e+02 3.890637e+02 1.102644e+06 8.818600e+02 5.944831e+06
3.942998e-04 2.977925e+02 3.888311e+02 1.102314e+06 8.815947e+02 5.939501e+06
3.951809e-04 2.977841e+02 3.885986e+02 1.101985e+06 8.813294e+02 5.934174e+06
3.960620e-04 2.977757e+02 3.883661e+02 1.101655e+06 8.810641e+02 5.928850e+06
3.969430e-04 2.977673e+02 3.881338e+02 1.101326e+06 8.807989e+02 5.923531e+06
3.978239e-04 2.977589e+02 3.879015e+02 1.100996e+06 8.805336e+02 5.918215e+06
3.987048e-04 2.977504e+02 3.876693e+02 1.100666e+06 8.802684e+02 5.912902e+06
3.995857e-04 2.977419e+02 3.874372e+02 1.100337e+06 8.800031e+02 5.907592e+06
4.004667e-04 2.977334e+02 3.872052e+02 1.100007e+06 8.797379e+02 5.902286e+06
4.013475e-04 2.977249e+02 3.869732e+02 1.099678e+06 8.794726e+02 5.896983e+06
4.022282e-04 2.977164e+02 3.867414e+02 1.099348e+06 8.792074e+02 5.891684e+06
4.031089e-04 2.977079e+02 3.865096e+02 1.099019e+06 8.789422e+02 5.886388e+06
4.039897e-04 2.976993e+02 3.862779e+02 1.098689e+06 8.786770e+02 5.881096e+06
4.048704e-04 2.976907e+02 3.860462e+02 1.098360e+06 8.784117e+02 5.875806e+06
4.057511e-04 2.976822e+02 3.858147e+02 1.098030e+06 8.781465e+02 5.870521e+06
4.066316e-04 2.976735e+02 3.855832e+02 1.097701e+06 8.778813e+02 5.865239e+06
4.075122e-04 2.976649e+02 3.853519e+02 1.097372e+06 8.776162e+02 5.859960e+06
4.083927e-04 2.976563e+02 3.851206e+02 1.097042e+06 8.773510e+02 5.854685e+06
4.092733e-04 2.976476e+02 3.848893e+02 1.096713e+06 8.770857e+02 5.849412e+06
4.101538e-04 2.976390e+02 3.846582e+02 1.096383e+06 8.768206e+02 5.844144e+06
4.110342e-04 2.976303e+02 3.844271e+02 1.096054e+06 8.765554e+02 5.838879e+06
4.119146e-04 2.976216e+02 3.841961e+02 1.095725e+06 8.762902e+02 5.833618e+06
4.127950e-04 2.976128e+02 3.839652e+02 1.095396e+06 8.760251e+02 5.828359e+06
4.136754e-04 2.976041e+02 3.837344e+02 1.095066e+06 8.757599e+02 5.823104e+06
4.145558e-04 2.975953e+02 3.835036e+02 1.094737e+06 8.754947e+02 5.817852e+06
4.154360e-04 2.975866e+02 3.832730e+02 1.094408e+06 8.752296e+02 5.812604e+06
4.163162e-04 2.975778e+02 3.830424e+02 1.094078e+06 8.749644e+02 5.807360e+06
4.171965e-04 2.975690e+02 3.828119e+02 1.093749e+06 8.746993e+02 5.802118e+06
4.180767e-04 2.975602e+02 3.825814e+02 1.093420e+06 8.744341e+02 5.796879e+06
4.189569e-04 2.975513e+02 3.823511e+02 1.093091e+06 8.741690e+02 5.791645e+06
4.198370e-04 2.975425e+02 3.821208e+02 1.092761e+06 8.739039e+02 5.786414e+06
4.207170e-04 2.975336e+02 3.818906e+02 1.092432e+06 8.736388e+02 5.781186e+06
4.215971e-04 2.975247e+02 3.816605e+02 1.092103e+06 8.733736e+02 5.775961e+06
4.224773e-04 2.975158e+02 3.814304e+02 1.091774e+06 8.731085e+02 5.770740e+06
4.233572e-04 2.975069e+02 3.812005e+02 1.091445e+06 8.728434e+02 5.765522e+06
4.242372e-04 2.974979e+02 3.809706e+02 1.091116e+06 8.725783e+02 5.760308e+06
4.251171e-04 2.974890e+02 3.807408e+02 1.090786e+06 8.723132e+02 5.755097e+06
4.259971e-04 2.974800e+02 3.805111e+02 1.090457e+06 8.720481e+02 5.749889e+06
4.268770e-04 2.974710e+02 3.802814e+02 1.090128e+06 8.717830e+02 5.744684e+06
4.277569e-04 2.974620e+02 3.800519e+02 1.089799e+06 8.715179e+02 5.739483e+06
4.286366e-04 2.974530e+02 3.798224e+02 1.089470e+06 8.712528e+02 5.734286e+06
4.295164e-04 2.974440e+02 3.795930e+02 1.089141e+06 8.709877e+02 5.729092e+06
4.303962e-04 2.974349e+02 3.793637e+02 1.088812e+06 8.707227e+02 5.723901e+06
4.312760e-04 2.974258e+02 3.791344e+02 1.088483e+06 8.704576e+02 5.718713e+06
4.321557e-04 2.974167e+02 3.789053e+02 1.088154e+06 8.701925e+02 5.713529e+06
4.330354e-04 2.974076e+02 3.786762e+02 1.087825e+06 8.699274e+02 5.708348e+06
4.339150e-04 2.973985e+02 3.784472e+02 1.087496e+06 8.696624e+02 5.703170e+06
4.347947e-04 2.973894e+02 3.782182e+02 1.087167e+06 8.693973e+02 5.697996e+06
4.356744e-04 2.973802e+02 3.779893e+02 1.086838e+06 8.691322e+02 5.692825e+06
4.365539e-04 2.973710e+02 3.777606e+02 1.086509e+06 8.688672e+02 5.687657e+06
4.374334e-04 2.973618e+02 3.775319e+02 1.086180e+06 8.686021e+02 5.682493e+06
4.383129e-04 2.973526e+02 3.773033e+02 1.085851e+06 8.683371e+02 5.677332e+06
4.391925e-04 2.973434e+02 3.770747e+02 1.085522e+06 8.680720e+02 5.672175e+06
4.400720e-04 2.973342e+02 3.768462e+02 1.085193e+06 8.678070e+02 5.667020e+06
4.409514e-04 2.973249e+02 3.766179e+02 1.084864e+06 8.675419e+02 5.661869e+06
4.418308e-04 2.973156e+02 3.763896e+02 1.084536e+06 8.672769e+02 5.656722e+06
4.427102e-04 2.973063e+02 3.761613e+02 1.084207e+06 8.670119e+02 5.651578e+06
4.435896e-04 2.972970e+02 3.759332e+02 1.083878e+06 8.667468e+02 5.646436e+06
4.444689e-04 2.972877e+02 3.757051e+02 1.083549e+06 8.664818e+02 5.641298e+06
4.453482e-04 2.972784e+02 3.754771e+02 1.083220e+06 8.662168e+02 5.636164e+06
4.462275e-04 2.972690e+02 3.752492e+02 1.082891e+06 8.659517e+02 5.631033e+06
4.471068e-04 2.972596e+02 3.750213e+02 1.082563e+06 8.656867e+02 5.625905e+06
4.479861e-04 2.972502e+02 3.747935e+02 1.082234e+06 8.654217e+02 5.620781e+06
4.488653e-04 2.972408e+02 3.745659e+02 1.081905e+06 8.651567e+02 5.615659e+06
4.497444e-04 2.972314e+02 3.743383e+02 1.081576e+06 8.648917e+02 5.610542e+06
4.506236e-04 2.972219e+02 3.741107e+02 1.081247e+06 8.646266e+02 5.605427e+06
4.515027e-04 2.972125e+02 3.738833e+02 1.080919e+06 8.643616e+02 5.600316e+06
4.523819e-04 2.972030e+02 3.736559e+02 1.080590e+06 8.640966e+02 5.595207e+06
4.532610e-04 2.971935e+02 3.734286e+02 1.080261e+06 8.638316e+02 5.590103e+06
4.541400e-04 2.971840e+02 3.732014e+02 1.079933e+06 8.635666e+02 5.585002e+06
4.550190e-04 2.971745e+02 3.729742e+02 1.079604e+06 8.633016e+02 5.579904e+06
4.558981e-04 2.971649e+02 3.727471e+02 1.079275e+06 8.630366e+02 5.574809e+06
4.567772e-04 2.971553e+02 3.725201e+02 1.078946e+06 8.627716e+02 5.569717e+06
4.576561e-04 2.971458e+02 3.722932e+02 1.078618e+06 8.625066e+02 5.564628e+06
4.585350e-04 2.971362e+02 3.720664e+02 1.078289e+06 8.622416e+02 5.559544e+06
4.594139e-04 2.971265e+02 3.718396e+02 1.077961e+06 8.619766e+02 5.554462e+06
4.602929e-04 2.971169e+02 3.716129e+02 1.077632e+06 8.617116e+02 5.549383e+06
4.611718e-04 2.971073e+02 3.713863e+02 1.077303e+06 8.614466e+02 5.544308e+06
4.620506e-04 2.970976e+02 3.711598e+02 1.076975e+06 8.611816e+02 5.539236e+06
4.629294e-04 2.970879e+02 3.709334e+02 1.076646e+06 8.609166e+02 5.534168e+06
4.638082e-04 2.970782e+02 3.707070e+02 1.076317e+06 8.606517e+02 5.529102e+06
4.646871e-04 2.970685e+02 3.704807e+02 1.075989e+06 8.603867e+02 5.524040e+06
4.655659e-04 2.970587e+02 3.702544e+02 1.075660e+06 8.601217e+02 5.518981e+06
4.664446e-04 2.970490e+02 3.700283e+02 1.075332e+06 8.598567e+02 5.513925e+06
4.673233e-04 2.970392e+02 3.698022e+02 1.075003e+06 8.595917e+02 5.508873e+06
4.682020e-04 2.970294e+02 3.695762e+02 1.074675e+06 8.593267e+02 5.503824e+06
4.690807e-04 2.970196e+02 3.693503e+02 1.074346e+06 8.590617e+02 5.498778e+06
4.699594e-04 2.970098e+02 3.691245e+02 1.074018e+06 8.587968e+02 5.493735e+06
4.708380e-04 2.970000e+02 3.688987e+02 1.073689e+06 8.585318e+02 5.488696e+06
4.717166e-04 2.969901e+02 3.686730e+02 1.073361e+06 8.582668e+02 5.483660e+06
4.725952e-04 2.969802e+02 3.684474e+02 1.073032e+06 8.580018e+02 5.478627e+06
4.734738e-04 2.969703e+02 3.682219e+02 1.072704e+06 8.577369e+02 5.473597e+06
4.743524e-04 2.969604e+02 3.679964e+02 1.072375e+06 8.574719e+02 5.468571e+06
4.752309e-04 2.969505e+02 3.677710e+02 1.072047e+06 8.572069e+02 5.463548e+06
4.761094e-04 2.969406e+02 3.675457e+02 1.071718e+06 8.569420e+02 5.458528e+06
4.769879e-04 2.969306e+02 3.673205e+02 1.071390e+06 8.566770e+02 5.453512e+06
4.778664e-04 2.969206e+02 3.670953e+02 1.071062e+06 8.564120e+02 5.448498e+06
4.787449e-04 2.969106e+02 3.668703e+02 1.070733e+06 8.561470e+02 5.443488e+06
4.796233e-04 2.969006e+02 3.666453e+02 1.070405e+06 8.558821e+02 5.438481e+06
4.805017e-04 2.968906e+02 3.664204e+02 1.070076e+06 8.556171e+02 5.433477e+06
4.813801e-04 2.968805e+02 3.661955e+02 1.069748e+06 8.553521e+02 5.428477e+06
4.822585e-04 2.968705e+02 3.659707e+02 1.069420e+06 8.550871e+02 5.423479e+06
4.831368e-04 2.968604e+02 3.657460e+02 1.069091e+06 8.548222e+02 5.418485e+06
4.840151e-04 2.968503e+02 3.655214e+02 1.068763e+06 8.545572e+02 5.413495e+06
4.848935e-04 2.968401e+02 3.652969e+02 1.068435e+06 8.542922e+02 5.408507e+06
4.857718e-04 2.968300e+02 3.650724e+02 1.068106e+06 8.540273e+02 5.403522e+06
4.866501e-04 2.968199e+02 3.648480e+02 1.067778e+06 8.537623e+02 5.398541e+06
4.875283e-04 2.968097e+02 3.646237e+02 1.067450e+06 8.534973e+02 5.393563e+06
4.884066e-04 2.967995e+02 3.643995e+02 1.067122e+06 8.532324e+02 5.388589e+06
4.892848e-04 2.967893e+02 3.641753e+02 1.066793e+06 8.529674e+02 5.383617e+06
4.901631e-04 2.967791e+02 3.639512e+02 1.066465e+06 8.527024e+02 5.378649e+06
4.910413e-04 2.967688e+02 3.637272e+02 1.066137e+06 8.524375e+02 5.373683e+06
4.919194e-04 2.967586e+02 3.635032e+02 1.065808e+06 8.521725e+02 5.368722e+06
4.927975e-04 2.967483e+02 3.632794e+02 1.065480e+06 8.519075e+02 5.363763e+06
4.936757e-04 2.967380e+02 3.630556e+02 1.065152e+06 8.516426e+02 5.358808e+06
4.945539e-04 2.967277e+02 3.628319e+02 1.064824e+06 8.513776e+02 5.353855e+06
4.954319e-04 2.967174e+02 3.626082e+02 1.064496e+06 8.511126e+02 5.348906e+06
4.963100e-04 2.967070e+02 3.623847e+02 1.064167e+06 8.508477e+02 5.343960e+06
4.971881e-04 2.966966e+02 3.621612e+02 1.063839e+06 8.505827e+02 5.339017e+06
4.980661e-04 2.966863e+02 3.619378e+02 1.063511e+06 8.503177e+02 5.334078e+06
4.989442e-04 2.966759e+02 3.617144e+02 1.063183e+06 8.500527e+02 5.329141e+06
4.998222e-04 2.966654e+02 3.614912e+02 1.062855e+06 8.497878e+02 5.324208e+06
5.007002e-04 2.966550e+02 3.612680e+02 1.062526e+06 8.495228e+02 5.319278e+06
5.015781e-04 2.966446e+02 3.610449e+02 1.062198e+06 8.492578e+02 5.314352e+06
5.024562e-04 2.966341e+02 3.608218e+02 1.061870e+06 8.489928e+02 5.309428e+06
